Unnamed: 0,Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Affected State,Region
3764,2952,SPP RE,Texas: Louisiana: Arkansas: Mississippi:,Vandalism,0,0,2019-07-09 00:00:00,01:59:00,2019-07-09 00:00:00,15:50:00,Arkansas,South
3765,2952,SPP RE,Texas: Louisiana: Arkansas: Mississippi:,Vandalism,0,0,2019-07-09 00:00:00,01:59:00,2019-07-09 00:00:00,15:50:00,Louisiana,South
3766,2952,SPP RE,Texas: Louisiana: Arkansas: Mississippi:,Vandalism,0,0,2019-07-09 00:00:00,01:59:00,2019-07-09 00:00:00,15:50:00,Mississippi,Southeast
3767,2952,SPP RE,Texas: Louisiana: Arkansas: Mississippi:,Vandalism,0,0,2019-07-09 00:00:00,01:59:00,2019-07-09 00:00:00,15:50:00,Texas,South
3768,2953,WECC,Washington: Thurston County;,Suspicious Activity,0,0,2020-07-09 00:00:00,15:09:00,,,Washington,West
3769,2954,WECC,California:,Fuel Supply Deficiency,810,Unknown,2021-07-09 00:00:00,17:44:00,2021-07-09 00:00:00,21:05:00,California,West
3770,2955,WECC,California: Shasta County;,Severe Weather,230,47000,2021-07-09 00:00:00,20:25:00,2021-07-10 00:00:00,21:00:00,California,West
3771,2956,SERC,Louisiana: Rapides Parish;,System Operations,Unknown,4724,2022-07-09 00:00:00,02:47:00,2022-07-09 00:00:00,02:59:00,Louisiana,South
3772,2957,TRE,"Texas: Collin County, Dallas County, Denton County, Hood County, Johnson County, Tarrant County;",Severe Weather,Unknown,57000,2019-07-10 00:00:00,12:10:00,2019-07-12 00:00:00,12:30:00,Texas,South
3773,2958,WECC,Utah: Salt Lake County;,Vandalism,0,0,2019-07-10 00:00:00,12:00:00,2019-07-10 00:00:00,12:15:00,Utah,West
3774,2959,MRO/SERC,Nebraska: Missouri:,Severe Weather/Transmisison Interruption,Unknown,211500,2021-07-10 00:00:00,00:30:00,2021-07-10 00:00:00,05:00:00,Missouri,Midwest
3775,2959,MRO/SERC,Nebraska: Missouri:,Severe Weather/Transmisison Interruption,Unknown,211500,2021-07-10 00:00:00,00:30:00,2021-07-10 00:00:00,05:00:00,Nebraska,Midwest
3776,2960,MRO,Nebraska:,Severe Weather,Unknown,188000,2021-07-10 00:00:00,00:00:00,2021-07-11 00:00:00,16:00:00,Nebraska,Midwest
3777,2961,SERC,Missouri:,Severe Weather,Unknown,52000,2021-07-10 00:00:00,01:55:00,2021-07-10 00:00:00,01:56:00,Missouri,Midwest
3778,2962,WECC,"Nevada: Clark County, Washoe County;",Transmission Interruption,9000,1300000,2021-07-10 00:00:00,18:00:00,2021-07-10 00:00:00,21:00:00,Nevada,West
3779,2963,MRO/SERC,Missouri: Nebraska:,Severe Weather/Transmisison Interruption,Unknown,212500,2021-07-10 00:00:00,00:30:00,2021-07-10 00:00:00,05:00:00,Missouri,Midwest
3780,2963,MRO/SERC,Missouri: Nebraska:,Severe Weather/Transmisison Interruption,Unknown,212500,2021-07-10 00:00:00,00:30:00,2021-07-10 00:00:00,05:00:00,Nebraska,Midwest
3781,2964,TRE,Texas:,System Operations,Unknown,Unknown,2022-07-10 00:00:00,21:00:00,2022-07-11 00:00:00,20:00:00,Texas,South
3782,2965,MRO,Minnesota,Vandalism,0,0,2017-07-11 00:00:00,10:00:00,2017-07-11 00:00:00,12:00:00,Minnesota,Midwest
3783,2966,SERC,Tennessee:,Transmission Interruption,425,26195,2018-07-11 00:00:00,15:40:00,2018-07-11 00:00:00,16:00:00,Tennessee,Southeast
3784,2967,WECC,California:,Fuel Supply Deficiency,0,0,2018-07-11 00:00:00,00:58:00,,,California,West
3785,2968,TRE,Texas: Lynn County;,Transmission Interruption,26,2043,2019-07-11 00:00:00,11:08:00,2019-07-11 00:00:00,11:13:00,Texas,South
3786,2969,SPP RE,Oklahoma: Arkansas:,Severe Weather,Unknown,68000,2020-07-11 00:00:00,23:30:00,2020-07-12 00:00:00,06:30:00,Arkansas,South
3787,2969,SPP RE,Oklahoma: Arkansas:,Severe Weather,Unknown,68000,2020-07-11 00:00:00,23:30:00,2020-07-12 00:00:00,06:30:00,Oklahoma,South
3788,2970,SPP RE,Oklahoma:,Severe Weather,Unknown,94700,2020-07-11 00:00:00,21:30:00,,,Oklahoma,South
3789,2971,WECC,California:,Fuel Supply Deficiency,0,0,2020-07-11 00:00:00,04:55:00,,,California,West
3790,2972,WECC,"Nevada: Clark County, Washoe County;",Transmission Interruption,9000,1300000,2021-07-11 00:00:00,18:00:00,2021-07-11 00:00:00,21:00:00,Nevada,West
3791,2973,WECC,California: Los Angeles County;,Vandalism,2,0,2022-07-11 00:00:00,10:20:00,,,California,West
3792,2974,SERC,Tennessee,Vandalism,0,0,2017-07-12 00:00:00,12:25:00,2017-07-15 00:00:00,09:00:00,Tennessee,Southeast
3793,2975,SERC,Tennessee: Shelby County,Vandalism,Unknown,Unknown,2017-07-12 00:00:00,12:25:00,,,Tennessee,Southeast
3794,2976,TRE,"Texas: Collin County, Dallas County, Denton County, Rockwall County, Tarrant County;",Severe Weather,Unknown,48000,2020-07-12 00:00:00,04:30:00,2020-07-13 00:00:00,05:00:00,Texas,South
3795,2977,WECC,Nevada: Washoe County;,Actual Physical Attack,36,10000,2020-07-12 00:00:00,14:08:00,2020-07-12 00:00:00,20:44:00,Nevada,West
3796,2978,WECC,Colorado: Pueblo County;,Sabotage,0,0,2021-07-12 00:00:00,15:51:00,2021-07-13 00:00:00,17:00:00,Colorado,West
3797,2979,RF,"Maryland: Baltimore County, Carroll County, Harford County;",Severe Weather,800,165000,2022-07-12 00:00:00,16:00:00,,,Maryland,Northeast
3798,2980,WECC,Washington: Oregon: Clatsop County; Idaho: Montana:,Actual Physical Attack,0,0,2022-07-12 00:00:00,10:45:00,2022-07-12 00:00:00,11:00:00,Idaho,West
3799,2980,WECC,Washington: Oregon: Clatsop County; Idaho: Montana:,Actual Physical Attack,0,0,2022-07-12 00:00:00,10:45:00,2022-07-12 00:00:00,11:00:00,Montana,West
3800,2980,WECC,Washington: Oregon: Clatsop County; Idaho: Montana:,Actual Physical Attack,0,0,2022-07-12 00:00:00,10:45:00,2022-07-12 00:00:00,11:00:00,Oregon,West
3801,2980,WECC,Washington: Oregon: Clatsop County; Idaho: Montana:,Actual Physical Attack,0,0,2022-07-12 00:00:00,10:45:00,2022-07-12 00:00:00,11:00:00,Washington,West
3802,2981,RF,District of Columbia: Maryland:,Severe Weather,Unknown,50200,2022-07-12 00:00:00,18:00:00,2022-07-12 00:00:00,22:00:00,Maryland,Northeast
3803,2982,SERC,"Louisiana: Acadia Parish, Avoyelles Parish, Catahoula Parish, Evangeline Parish, Grant Parish, Iberia Parish, LaSalle Parish, Natchitoches Parish, Rapides Parish, Sabine Parish, St. Landry Parish, St. Martin Parish, St. Mary Parish, St. Tammany Parish, Allen Parish, Beauregard Parish, Calcasieu Parish, Vermilion Parish, De Soto Parish, Jefferson Davis Parish, Red River Parish, Tangipahoa Parish, Vernon Parish, Washington Parish;",Severe Weather,Unknown,63000,2019-07-13 00:00:00,23:55:00,2019-07-14 00:00:00,13:00:00,Louisiana,South
3804,2982,SERC,"Louisiana: Acadia Parish, Avoyelles Parish, Catahoula Parish, Evangeline Parish, Grant Parish, Iberia Parish, LaSalle Parish, Natchitoches Parish, Rapides Parish, Sabine Parish, St. Landry Parish, St. Martin Parish, St. Mary Parish, St. Tammany Parish, Allen Parish, Beauregard Parish, Calcasieu Parish, Vermilion Parish, De Soto Parish, Jefferson Davis Parish, Red River Parish, Tangipahoa Parish, Vernon Parish, Washington Parish;",Severe Weather,Unknown,63000,2019-07-13 00:00:00,23:55:00,2019-07-14 00:00:00,13:00:00,Washington,West
3805,2983,SERC,Louisiana:,Severe Weather,Unknown,55730,2019-07-13 00:00:00,07:15:00,2019-07-14 00:00:00,17:00:00,Louisiana,South
3806,2984,NPCC,New York: New York County;,Transmission Interruption,452,72669,2019-07-13 00:00:00,18:47:00,2019-07-13 00:00:00,23:37:00,New York,Northeast
3807,2985,SERC,Kentucky: Madison County;,Suspicious Activity,0,0,2020-07-13 00:00:00,16:30:00,2020-07-13 00:00:00,16:31:00,Kentucky,Southeast
3808,2986,TRE,Texas:,System Operations,Unknown,Unknown,2022-07-13 00:00:00,11:30:00,2022-07-13 00:00:00,21:00:00,Texas,South
3809,2987,WECC,Colorado: La Plata County;,Vandalism,0,0,2022-07-13 00:00:00,10:00:00,2022-07-13 00:00:00,13:00:00,Colorado,West
3810,2988,RF,Ohio:,System Operations,Unknown,Unknown,2018-07-14 00:00:00,10:20:00,,,Ohio,Midwest
3811,2989,WECC,California:,System Operations,0,0,2020-07-14 00:00:00,14:16:00,2020-07-14 00:00:00,14:53:00,California,West
3812,2990,WECC,California: Plumas County;,Severe Weather/Transmisison Interruption,35,11000,2021-07-14 00:00:00,14:15:00,2021-07-14 00:00:00,14:16:00,California,West
3813,2991,SERC,Kentucky: Madison County;,Suspicious Activity,Unknown,0,2020-07-15 00:00:00,11:00:00,2020-07-15 00:00:00,11:20:00,Kentucky,Southeast
3814,2992,MRO,Nebraska: Wayne County;,Actual Physical Attack,0,0,2022-07-15 00:00:00,07:10:00,2022-07-15 00:00:00,07:11:00,Nebraska,Midwest
3815,2993,WECC,California: Merced County;,Fuel Supply Deficiency,0,0,2018-07-16 00:00:00,05:15:00,,,California,West
3816,2994,MRO,North Dakota: Minnesota:,System Operations,475,0,2020-07-16 00:00:00,08:49:00,2020-07-16 00:00:00,11:06:00,Minnesota,Midwest
3817,2994,MRO,North Dakota: Minnesota:,System Operations,475,0,2020-07-16 00:00:00,08:49:00,2020-07-16 00:00:00,11:06:00,North Dakota,Midwest
3818,2995,SPP RE,Oklahoma: Oklahoma County;,Suspicious Activity,0,0,2019-07-17 00:00:00,14:12:00,2019-07-17 00:00:00,14:30:00,Oklahoma,South
3819,2996,SPP RE,Oklahoma:,Vandalism,0,0,2020-07-17 00:00:00,23:00:00,2020-07-17 00:00:00,23:30:00,Oklahoma,South
3820,2997,NPCC,New York:,Suspicious Activity,0,0,2020-07-17 00:00:00,19:24:00,,,New York,Northeast
3821,2998,SERC,Missouri,Actual Physical Attack,Unknown,700,2017-07-18 00:00:00,04:03:00,,,Missouri,Midwest
3822,2999,WECC,Nevada,Severe Weather,0,0,2017-07-18 00:00:00,16:23:00,2017-07-18 00:00:00,18:39:00,Nevada,West
3823,3000,WECC,Oregon:,Severe Weather/Transmission Interruption,Unknown,Unknown,2018-07-18 00:00:00,17:28:00,2018-07-18 00:00:00,17:31:00,Oregon,West
3824,3001,WECC,California: Fresno County;,Fuel Supply Deficiency,0,0,2018-07-18 00:00:00,04:00:00,,,California,West
3825,3002,RF,Illinois: Cook County;,Transmission Interruption,0,0,2021-07-18 00:00:00,04:00:00,2021-07-18 00:00:00,09:46:00,Illinois,Midwest
3826,3003,SERC,South Carolina:,Fuel Supply Deficiency,4500,0,2022-07-18 00:00:00,09:15:00,,,South Carolina,Southeast
3827,3004,WECC,Oregon: Josephine County;,Vandalism,0,0,2022-07-18 00:00:00,13:09:00,2022-07-18 00:00:00,13:11:00,Oregon,West
3828,3005,SERC,Kentucky:,System Operations,Unknown,Unknown,2018-07-19 00:00:00,20:25:00,,,Kentucky,Southeast
3829,3006,SERC,Louisiana: Rapides Parish;,System Operations,0,0,2018-07-19 00:00:00,12:38:00,2018-07-19 00:00:00,13:22:00,Louisiana,South
3830,3007,RF,Michigan:,Severe Weather,Unknown,400000,2019-07-19 00:00:00,19:00:00,2019-07-21 00:00:00,20:00:00,Michigan,Midwest
3831,3008,MRO,Wisconsin: Dane County;,System Operations,Unknown,Unknown,2019-07-19 00:00:00,09:55:00,2019-07-19 00:00:00,13:00:00,Wisconsin,Midwest
3832,3009,RF,Michigan:,Severe Weather,Unknown,158500,2020-07-19 00:00:00,14:30:00,2020-07-21 00:00:00,18:48:00,Michigan,Midwest
3833,3010,NPCC,New York: Niagara County,Fuel Supply Deficiency,675,,2020-07-19 00:00:00,10:30:00,,,New York,Northeast
3834,3011,SERC,Florida: Palm Beach County;,System Operations,0,0,2022-07-19 00:00:00,15:42:00,2022-07-19 00:00:00,16:12:00,Florida,Southeast
3835,3012,SERC,Florida: Palm Beach County;,System Operations,0,0,2022-07-19 00:00:00,15:42:00,2022-07-19 00:00:00,16:12:00,Florida,Southeast
3836,3013,WECC,Utah: Beaver County,Vandalism,0,0,2017-07-20 00:00:00,01:00:00,2017-07-20 00:00:00,09:46:00,Utah,West
3837,3014,NPCC,Maine: Hancock County;,System Operations,0,0,2018-07-20 00:00:00,12:46:00,2018-07-20 00:00:00,13:30:00,Maine,Northeast
3838,3015,SERC,Kentucky:,Severe Weather,Unknown,87833,2018-07-20 00:00:00,16:19:00,2018-07-20 00:00:00,16:48:00,Kentucky,Southeast
3839,3016,SERC,Missouri: Boone County;,Suspicious Activity,0,0,2019-07-20 00:00:00,07:37:00,2019-07-20 00:00:00,09:20:00,Missouri,Midwest
3840,3017,RF,Wisconsin: Michigan:,Severe Weather,200,50000,2019-07-20 00:00:00,11:55:00,2019-07-23 00:00:00,00:00:00,Michigan,Midwest
3841,3017,RF,Wisconsin: Michigan:,Severe Weather,200,50000,2019-07-20 00:00:00,11:55:00,2019-07-23 00:00:00,00:00:00,Wisconsin,Midwest
3842,3018,RF,"Michigan: Kent County, Newaygo County, Mecosta County, Montcalm County, Isabella County, Ionia County, Allegan County, Barry County;",Severe Weather,Unknown,160000,2019-07-20 00:00:00,03:00:00,2019-07-22 00:00:00,07:00:00,Michigan,Midwest
3843,3019,TRE,Texas: Travis County;,Suspicious Activity,21,14096,2020-07-20 00:00:00,00:57:00,2020-07-20 00:00:00,02:34:00,Texas,South
3844,3020,RF,Ohio:,System Operations,0,0,2021-07-20 00:00:00,16:21:00,2021-07-20 00:00:00,17:00:00,Ohio,Midwest
3845,3021,SERC,Arkansas:,Severe Weather,Unknown,64930,2018-07-21 00:00:00,04:45:00,2018-07-21 00:00:00,11:15:00,Arkansas,South
3846,3022,SERC,Georgia:,Severe Weather,143,42901,2018-07-21 00:00:00,07:20:00,2018-07-21 00:00:00,11:30:00,Georgia,Southeast
3847,3023,NPCC,"New York: Kings County, New York County, Queens County, Bronx County, Westchester County, Richmond County;",Severe Weather,60,45000,2019-07-21 00:00:00,23:00:00,2019-07-22 00:00:00,20:54:00,New York,Northeast
3848,3024,WECC,Washington: Pierce County;,Vandalism,19,11000,2020-07-21 00:00:00,11:53:00,2020-07-21 00:00:00,13:00:00,Washington,West
3849,3025,RF,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",Severe Weather,Unknown,81503,2021-07-21 00:00:00,14:45:00,2021-07-22 00:00:00,12:00:00,Delaware,Northeast
3850,3025,RF,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",Severe Weather,Unknown,81503,2021-07-21 00:00:00,14:45:00,2021-07-22 00:00:00,12:00:00,Pennsylvania,Northeast
3851,3026,SERC,"Missouri: Clay County, Jackson County, Lafayette County, Platte County; Kansas: Johnson County, Miami County, Wyandotte County",Severe Weather,Unknown,112540,2017-07-22 00:00:00,22:00:00,2017-07-23 00:00:00,12:00:00,Kansas,Midwest
3852,3026,SERC,"Missouri: Clay County, Jackson County, Lafayette County, Platte County; Kansas: Johnson County, Miami County, Wyandotte County",Severe Weather,Unknown,112540,2017-07-22 00:00:00,22:00:00,2017-07-23 00:00:00,12:00:00,Missouri,Midwest
3853,3027,SERC,Missouri,Severe Weather,Unknown,131000,2017-07-22 00:00:00,22:00:00,,,Missouri,Midwest
3854,3028,SERC,Missouri,Severe Weather,Unknown,115000,2017-07-22 00:00:00,22:00:00,,,Missouri,Midwest
3855,3029,RF,"Pennsylvania: Bucks County, Delaware County;",Severe Weather,Unknown,165000,2019-07-22 00:00:00,16:00:00,2019-07-24 00:00:00,23:00:00,Delaware,Northeast
3856,3029,RF,"Pennsylvania: Bucks County, Delaware County;",Severe Weather,Unknown,165000,2019-07-22 00:00:00,16:00:00,2019-07-24 00:00:00,23:00:00,Pennsylvania,Northeast
3857,3030,RF,New Jersey: Gloucester County;,Severe Weather,49,95600,2019-07-22 00:00:00,17:50:00,2019-07-25 00:00:00,13:15:00,New Jersey,Northeast
3858,3031,RF,West Virginia: Tucker County;,Transmission Interruption,0,0,2020-07-22 00:00:00,11:30:00,2020-07-22 00:00:00,14:19:00,Virginia,Southeast
3859,3031,RF,West Virginia: Tucker County;,Transmission Interruption,0,0,2020-07-22 00:00:00,11:30:00,2020-07-22 00:00:00,14:19:00,West Virginia,Southeast
3860,3032,WECC,California: Shasta County;,System Operations,220,0,2021-07-22 00:00:00,14:00:00,2021-07-22 00:00:00,14:40:00,California,West
3861,3033,SERC,Missouri: Illinois,Severe Weather,Unknown,82000,2017-07-23 00:00:00,04:00:00,,,Illinois,Midwest
3862,3033,SERC,Missouri: Illinois,Severe Weather,Unknown,82000,2017-07-23 00:00:00,04:00:00,,,Missouri,Midwest
3863,3034,FRCC,Florida: Pinellas County;,Severe Weather/Transmission Interruption,40,Unknown,2018-07-23 00:00:00,04:16:00,2018-07-23 00:00:00,04:29:00,Florida,Southeast
3864,3035,MRO,Nebraska:,Transmission Interruption,0,0,2019-07-23 00:00:00,23:55:00,2019-07-23 00:00:00,23:56:00,Nebraska,Midwest
3865,3036,WECC,California: Santa Cruz County;,Vandalism,Unknown,25,2019-07-23 00:00:00,03:22:00,2019-07-23 00:00:00,05:40:00,California,West
3866,3037,MRO,Nebraska: Scotts Bluff County;,Transmission Interruption,0,0,2019-07-23 00:00:00,23:55:00,2019-07-24 00:00:00,05:22:00,Nebraska,Midwest
3867,3038,NPCC,Massachusetts:,Severe Weather,54,54535,2019-07-23 00:00:00,15:39:00,2019-07-23 00:00:00,19:00:00,Massachusetts,Northeast
3868,3039,MRO/RF,Minnesota: Hennepin County;,System Operations,15,3500,2021-07-23 00:00:00,08:09:00,2021-07-23 00:00:00,08:30:00,Minnesota,Midwest
3869,3040,RF/SERC,Virginia: West Virginia:,System Operations,0,0,2021-07-23 00:00:00,08:20:00,2021-07-23 00:00:00,10:45:00,Virginia,Southeast
3870,3040,RF/SERC,Virginia: West Virginia:,System Operations,0,0,2021-07-23 00:00:00,08:20:00,2021-07-23 00:00:00,10:45:00,West Virginia,Southeast
3871,3041,RF,"Michigan: Muskegon County, Ottawa County, Kent County, Montcalm County, Ionia County, Allegan County, Van Buren County, Kalamazoo County, Barry County, Mason County, Shiawassee County, Ingham County, Genesee County, Saginaw County, Midland County, Wexford County, Grand Traverse County;",Severe Weather,Unknown,93750,2022-07-23 00:00:00,20:45:00,2022-07-24 00:00:00,11:30:00,Michigan,Midwest
3872,3042,WECC,Utah: Iron County;,Vandalism,Unknown,1,2019-07-24 00:00:00,13:30:00,2019-07-24 00:00:00,13:31:00,Utah,West
3873,3043,NPCC,Maine:,System Operations,0,0,2019-07-24 00:00:00,08:01:00,2019-07-24 00:00:00,12:49:00,Maine,Northeast
3874,3044,NPCC,New York: Bronx County;,Suspicious Activity,0,0,2020-07-24 00:00:00,08:25:00,,,New York,Northeast
3875,3045,RF,"Michigan: Wayne County, Oakland County, Livingston County, Macomb County;",Severe Weather,Unknown,225949,2021-07-24 00:00:00,20:30:00,,,Michigan,Midwest
3876,3046,TRE,"Texas: Hidalgo County, Cameron County, Starr County, Kenedy County, Willacy County, Brooks County, Jim Hogg County;",Severe Weather,125,84000,2020-07-25 00:00:00,21:00:00,2020-07-26 00:00:00,16:00:00,Texas,South
3877,3047,TRE,"Texas: Nueces County, Kleberg County, Cameron County, Willacy County, Hidalgo County, Starr County, Kenedy County;",Severe Weather,Unknown,201208,2020-07-25 00:00:00,19:58:00,2020-07-27 00:00:00,19:00:00,Texas,South
3878,3048,RF,Pennsylvania: Erie County;,Transmission Interruption,0,0,2022-07-25 00:00:00,00:38:00,2022-07-25 00:00:00,13:46:00,Pennsylvania,Northeast
3879,3049,WECC,California: Shasta County;,Natural Disaster,Unknown,Unknown,2018-07-26 00:00:00,20:24:00,,,California,West
3880,3050,WECC,Nevada: Clark County;,Vandalism,0,0,2021-07-26 00:00:00,07:54:00,,,Nevada,West
3881,3051,TRE,Texas: Hays County;,System Operations,0,0,2022-07-26 00:00:00,06:38:00,2022-07-26 00:00:00,12:57:00,Texas,South
3882,3052,WECC,California: Santa Barbara County;,Suspicious Activity,Unknown,Unknown,2022-07-26 00:00:00,04:20:00,2022-07-26 00:00:00,04:57:00,California,West
3883,3053,RF,Pennsylvania: York County;,Suspicious Activity,0,0,2022-07-26 00:00:00,21:00:00,2022-07-26 00:00:00,21:20:00,Pennsylvania,Northeast
3884,3054,WECC,California: Butte County,Fuel Supply Deficiency,0,0,2017-07-27 00:00:00,06:00:00,2017-07-27 00:00:00,11:29:00,California,West
3885,3055,NPCC,New York: New York County;,Severe Weather/Transmission Interruption,0,0,2018-07-27 00:00:00,16:28:00,2018-07-27 00:00:00,16:33:00,New York,Northeast
3886,3056,WECC,Washington: Clark County;,System Operations,Unknown,Unknown,2018-07-27 00:00:00,09:34:00,2018-07-27 00:00:00,09:51:00,Washington,West
3887,3057,WECC,Nevada: Nye County;,System Operations,0,0,2018-07-28 00:00:00,23:11:00,2018-07-29 00:00:00,01:51:00,Nevada,West
3888,3058,RF,Michigan:,System Operations,0,0,2019-07-28 00:00:00,18:48:00,2019-07-28 00:00:00,19:18:00,Michigan,Midwest
3889,3059,RF,Michigan: Jackson County;,System Operations,0,0,2020-07-28 00:00:00,15:00:00,2020-07-28 00:00:00,23:00:00,Michigan,Midwest
3890,3060,NPCC,Maine:,System Operations,0,0,2021-07-28 00:00:00,12:54:00,2021-07-28 00:00:00,15:42:00,Maine,Northeast
3891,3061,WECC,California: Placer County;,Actual Physical Attack,0,0,2022-07-28 00:00:00,19:25:00,2022-07-28 00:00:00,22:41:00,California,West
3892,3062,WECC,California:,Natural Disaster,83,57670,2018-07-29 00:00:00,14:33:00,2018-07-29 00:00:00,18:23:00,California,West
3893,3063,RF,Pennsylvania: York County;,Suspicious Activity,0,0,2022-07-29 00:00:00,02:00:00,2022-07-29 00:00:00,02:01:00,Pennsylvania,Northeast
3894,3064,WECC,Arizona: Maricopa County;,Severe Weather,Unknown,82000,2018-07-30 00:00:00,06:30:00,2018-07-30 00:00:00,23:00:00,Arizona,Southwest
3895,3065,SERC,Louisiana:,Severe Weather/Transmission Interruption,Unknown,13720,2019-07-30 00:00:00,08:45:00,2019-07-30 00:00:00,09:45:00,Louisiana,South
3896,3066,MRO,Nebraska: Scotts Bluff County;,Transmission Interruption,0,0,2020-07-30 00:00:00,17:54:00,2020-07-30 00:00:00,20:18:00,Nebraska,Midwest
3897,3067,MRO,Wisconsin:,Cyber Event,0,0,2021-07-30 00:00:00,08:02:00,2021-07-30 00:00:00,09:34:00,Wisconsin,Midwest
3898,3068,WECC,California: Shasta County;,System Operations,0,0,2022-07-30 00:00:00,19:35:00,2022-08-01 00:00:00,13:17:00,California,West
