,Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Affected State
2908,2319,WECC,California:,Severe Weather,38,10898,2018-03-01 00:00:00,11:43:00,2018-03-01 00:00:00,11:56:00,California
2909,2320,RF,Ohio:,Severe Weather,Unknown,86501,2018-03-01 00:00:00,21:57:00,2018-03-02 00:00:00,10:14:00,Ohio
2910,2321,RF,"Michigan: Wayne County, Washtenaw County, Oakland County, Macomb County, Monroe County;",Severe Weather,Unknown,95000,2018-03-01 00:00:00,22:20:00,2018-03-04 00:00:00,20:00:00,Michigan
2911,2322,SERC,Mississippi: Rankin County;,Transmission Interruption,19,3136,2020-03-01 00:00:00,11:27:00,2020-03-01 00:00:00,21:47:00,Mississippi
2912,2323,NPCC,New York:,Vandalism,0,0,2020-03-01 00:00:00,22:15:00,,,New York
2913,2324,NPCC,Western NY,Fuel Supply Deficiency,675,Unknown,2020-03-01 00:00:00,08:00:00,,,New York
2914,2325,NPCC,New York: Greene County;,Cyber Event,0,0,2021-03-01 00:00:00,10:06:00,2021-03-09 00:00:00,12:00:00,New York
2915,2326,NPCC,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,Severe Weather,Unknown,69260,2021-03-01 00:00:00,22:45:00,2021-03-02 00:00:00,18:35:00,Connecticut
2916,2326,NPCC,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,Severe Weather,Unknown,69260,2021-03-01 00:00:00,22:45:00,2021-03-02 00:00:00,18:35:00,Maine
2917,2326,NPCC,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,Severe Weather,Unknown,69260,2021-03-01 00:00:00,22:45:00,2021-03-02 00:00:00,18:35:00,Massachusetts
2918,2326,NPCC,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,Severe Weather,Unknown,69260,2021-03-01 00:00:00,22:45:00,2021-03-02 00:00:00,18:35:00,New Hampshire
2919,2326,NPCC,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,Severe Weather,Unknown,69260,2021-03-01 00:00:00,22:45:00,2021-03-02 00:00:00,18:35:00,Rhode Island
2920,2326,NPCC,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,Severe Weather,Unknown,69260,2021-03-01 00:00:00,22:45:00,2021-03-02 00:00:00,18:35:00,Vermont
2921,2327,TRE,Texas: Nueces County;,Vandalism,0,0,2021-03-01 00:00:00,13:06:00,2021-03-01 00:00:00,13:07:00,Texas
2922,2328,RF,"Indiana: Marion County, Shelby County, Hendricks County;",System Operations,0,0,2022-03-01 00:00:00,13:43:00,2022-03-01 00:00:00,13:47:00,Indiana
2923,2329,MRO,Indiana: Hamilton County;,System Operations,0,0,2023-03-01 00:00:00,00:00:00,2023-03-01 00:00:00,00:41:00,Indiana
2924,2330,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,54316,2017-03-02 00:00:00,12:20:00,2017-03-02 00:00:00,23:45:00,Connecticut
2925,2330,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,54316,2017-03-02 00:00:00,12:20:00,2017-03-02 00:00:00,23:45:00,Maine
2926,2330,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,54316,2017-03-02 00:00:00,12:20:00,2017-03-02 00:00:00,23:45:00,Massachusetts
2927,2330,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,54316,2017-03-02 00:00:00,12:20:00,2017-03-02 00:00:00,23:45:00,New Hampshire
2928,2330,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,54316,2017-03-02 00:00:00,12:20:00,2017-03-02 00:00:00,23:45:00,Rhode Island
2929,2330,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,54316,2017-03-02 00:00:00,12:20:00,2017-03-02 00:00:00,23:45:00,Vermont
2930,2331,RF,Delaware: Maryland:,Severe Weather,Unknown,60000,2018-03-02 00:00:00,17:00:00,2018-03-06 00:00:00,11:00:00,Delaware
2931,2331,RF,Delaware: Maryland:,Severe Weather,Unknown,60000,2018-03-02 00:00:00,17:00:00,2018-03-06 00:00:00,11:00:00,Maryland
2932,2332,WECC,Washington: Clark County;,Vandalism,0,0,2018-03-02 00:00:00,23:17:00,2018-03-03 00:00:00,00:51:00,Washington
2933,2333,RF,Ohio:,Severe Weather,Unknown,249322,2018-03-02 00:00:00,15:10:00,2018-03-06 00:00:00,04:57:00,Ohio
2934,2334,NPCC,New York:,Severe Weather,Unknown,50000,2018-03-02 00:00:00,11:34:00,,,New York
2935,2335,NPCC,"New York: New York County, Westchester County;",Severe Weather,Unknown,72353,2018-03-02 00:00:00,15:46:00,2018-03-04 00:00:00,19:46:00,New York
2936,2336,NPCC,Connecticut: Massachusetts: Rhode Island:,Severe Weather,Unknown,325000,2018-03-02 00:00:00,13:51:00,2018-03-05 00:00:00,13:18:00,Connecticut
2937,2336,NPCC,Connecticut: Massachusetts: Rhode Island:,Severe Weather,Unknown,325000,2018-03-02 00:00:00,13:51:00,2018-03-05 00:00:00,13:18:00,Massachusetts
2938,2336,NPCC,Connecticut: Massachusetts: Rhode Island:,Severe Weather,Unknown,325000,2018-03-02 00:00:00,13:51:00,2018-03-05 00:00:00,13:18:00,Rhode Island
2939,2337,RF,Pennsylvania:,Severe Weather,Unknown,233136,2018-03-02 00:00:00,13:51:00,2018-03-04 00:00:00,12:11:00,Pennsylvania
2940,2338,RF,"Pennsylvania: Berks County, Bucks County, Carbon County, Chester County, Clinton County, Columbia County, Cumberland County, Dauphin County, Juniata County, Lackawanna County, Lancaster County, Lebanon County, Lehigh County, Luzerne County, Lycoming County, Monroe County, Montgomery County, Montour County, Northampton County, Northumberland County, Pike County, Schuylkill County, Snyder County;",Severe Weather,Unknown,126000,2018-03-02 00:00:00,11:58:00,,,Pennsylvania
2941,2339,RF,Pennsylvania:,Severe Weather,Unknown,630000,2018-03-02 00:00:00,12:00:00,2018-03-05 00:00:00,00:00:00,Pennsylvania
2942,2340,NPCC,"New York: Dutchess County, Orange County, Greene County, Ulster County, Putnam County, Sullivan County, Albany County, Columbia County;",Severe Weather,Unknown,90000,2018-03-02 00:00:00,07:00:00,,,New York
2943,2341,RF,Maryland:,Severe Weather,670,474019,2018-03-02 00:00:00,12:00:00,,,Maryland
2944,2342,NPCC,New York:,Severe Weather,Unknown,63331,2018-03-02 00:00:00,08:42:00,,,New York
2945,2343,RF,Virginia: West Virginia:,Severe Weather,Unknown,65198,2018-03-02 00:00:00,08:00:00,2018-03-03 00:00:00,23:00:00,Virginia
2946,2343,RF,Virginia: West Virginia:,Severe Weather,Unknown,65198,2018-03-02 00:00:00,08:00:00,2018-03-03 00:00:00,23:00:00,West Virginia
2947,2344,WECC,"Nevada: Clark County, Washoe County;",System Operations,0,0,2020-03-02 00:00:00,01:43:00,2020-03-02 00:00:00,02:43:00,Nevada
2948,2345,SERC,Kentucky:,System Operations,0,0,2021-03-02 00:00:00,13:03:00,2021-03-02 00:00:00,13:38:00,Kentucky
2949,2346,SERC,North Carolina: South Carolina:,System Operations,0,0,2022-03-02 00:00:00,09:26:00,2022-03-02 00:00:00,10:05:00,North Carolina
2950,2346,SERC,North Carolina: South Carolina:,System Operations,0,0,2022-03-02 00:00:00,09:26:00,2022-03-02 00:00:00,10:05:00,South Carolina
2951,2347,TRE,"Texas: Montague County, Cooke County, Grayson County, Fannin County, Lamar County, Young County, Jack County, Wise County, Denton County, Collin County, Hunt County, Delta County, Hopkins County, Stephens County, Palo Pinto County, Parker County, Tarrant County, Dallas County, Rockwall County, Kaufman County, Van Zandt County, Rains County, Eastland County, Erath County, Hood County, Somervell County, Johnson County, Ellis County, Henderson County, Comanche County, Mills County, Hamilton County, Bosque County, Hill County, Navarro County, Freestone County, Anderson County, Lampasas County, Coryell County, Bell County, McLennan County, Falls County, Limestone County, Leon County, Milam County, Robertson County;",Severe Weather,Unknown,470000,2023-03-02 00:00:00,19:00:00,2023-03-04 00:00:00,23:00:00,Texas
2952,2348,SERC,Alabama:,Vandalism,0,0,2020-03-03 00:00:00,14:30:00,2020-03-03 00:00:00,14:31:00,Alabama
2953,2349,SERC/RF,Illinois: Cook County;,Suspicious Activity,0,0,2023-03-03 00:00:00,13:45:00,2023-03-03 00:00:00,13:50:00,Illinois
2954,2350,SERC,Mississippi:,System Operations,38,12014,2023-03-03 00:00:00,09:45:00,2023-03-03 00:00:00,09:50:00,Mississippi
2955,2351,TRE,Texas: Tarrant County;,Suspicious Activity,0,0,2023-03-03 00:00:00,08:00:00,2023-03-03 00:00:00,08:01:00,Texas
2956,2352,SERC,"Kentucky: Oldham County, Jefferson County, Fayette County, Franklin County, Hardin County, Hart County, Hopkins County, Jessamine County, Muhlenberg County, Nelson County, Scott County, Shelby County, Spencer County, Washington County, Woodford County, Bullitt County, Meade County, Lyon County, LaRue County, Henry County, Grayson County, Boyle County, Christian County, Anderson County; Virginia: Wise County;",Severe Weather,Unknown,346000,2023-03-03 00:00:00,15:40:00,,,Kentucky
2957,2352,SERC,"Kentucky: Oldham County, Jefferson County, Fayette County, Franklin County, Hardin County, Hart County, Hopkins County, Jessamine County, Muhlenberg County, Nelson County, Scott County, Shelby County, Spencer County, Washington County, Woodford County, Bullitt County, Meade County, Lyon County, LaRue County, Henry County, Grayson County, Boyle County, Christian County, Anderson County; Virginia: Wise County;",Severe Weather,Unknown,346000,2023-03-03 00:00:00,15:40:00,,,Virginia
2958,2352,SERC,"Kentucky: Oldham County, Jefferson County, Fayette County, Franklin County, Hardin County, Hart County, Hopkins County, Jessamine County, Muhlenberg County, Nelson County, Scott County, Shelby County, Spencer County, Washington County, Woodford County, Bullitt County, Meade County, Lyon County, LaRue County, Henry County, Grayson County, Boyle County, Christian County, Anderson County; Virginia: Wise County;",Severe Weather,Unknown,346000,2023-03-03 00:00:00,15:40:00,,,Washington
2959,2353,RF,Ohio: Kentucky:,Severe Weather,Unknown,57186,2023-03-03 00:00:00,19:28:00,2023-03-03 00:00:00,20:54:00,Kentucky
2960,2353,RF,Ohio: Kentucky:,Severe Weather,Unknown,57186,2023-03-03 00:00:00,19:28:00,2023-03-03 00:00:00,20:54:00,Ohio
2961,2354,SERC,Tennessee: Davidson County;,Severe Weather,Unknown,115000,2023-03-03 00:00:00,14:00:00,2023-03-04 00:00:00,04:00:00,Tennessee
2962,2355,RF,Michigan:,Severe Weather,0,200000,2023-03-03 00:00:00,17:50:00,2023-03-05 00:00:00,12:01:00,Michigan
2963,2356,SERC,Alabama: Georgia: Mississippi:,Severe Weather,346,48384,2023-03-03 00:00:00,12:45:00,2023-03-03 00:00:00,22:42:00,Alabama
2964,2356,SERC,Alabama: Georgia: Mississippi:,Severe Weather,346,48384,2023-03-03 00:00:00,12:45:00,2023-03-03 00:00:00,22:42:00,Georgia
2965,2356,SERC,Alabama: Georgia: Mississippi:,Severe Weather,346,48384,2023-03-03 00:00:00,12:45:00,2023-03-03 00:00:00,22:42:00,Mississippi
2966,2357,SERC,"Kentucky: Oldham County, Jefferson County, Fayette County, Franklin County, Hardin County, Hart County, Hopkins County, Jessamine County, Muhlenberg County, Nelson County, Scott County, Shelby County, Spencer County, Washington County, Woodford County, Bullitt County, Meade County, Lyon County, LaRue County, Henry County, Grayson County, Boyle County, Christian County, Anderson County; Virginia: Williamsburg, City of[23], Wise County;",Severe Weather,Unknown,Unknown,2023-03-03 00:00:00,15:40:00,,,Kentucky
2967,2357,SERC,"Kentucky: Oldham County, Jefferson County, Fayette County, Franklin County, Hardin County, Hart County, Hopkins County, Jessamine County, Muhlenberg County, Nelson County, Scott County, Shelby County, Spencer County, Washington County, Woodford County, Bullitt County, Meade County, Lyon County, LaRue County, Henry County, Grayson County, Boyle County, Christian County, Anderson County; Virginia: Williamsburg, City of[23], Wise County;",Severe Weather,Unknown,Unknown,2023-03-03 00:00:00,15:40:00,,,Virginia
2968,2357,SERC,"Kentucky: Oldham County, Jefferson County, Fayette County, Franklin County, Hardin County, Hart County, Hopkins County, Jessamine County, Muhlenberg County, Nelson County, Scott County, Shelby County, Spencer County, Washington County, Woodford County, Bullitt County, Meade County, Lyon County, LaRue County, Henry County, Grayson County, Boyle County, Christian County, Anderson County; Virginia: Williamsburg, City of[23], Wise County;",Severe Weather,Unknown,Unknown,2023-03-03 00:00:00,15:40:00,,,Washington
2969,2358,SPP RE,Oklahoma:,Vandalism,0,0,2019-03-04 00:00:00,11:39:00,2019-03-08 00:00:00,16:52:00,Oklahoma
2970,2359,SERC,Louisiana:,Transmission Interruption,965,33,2023-03-04 00:00:00,07:05:00,2023-03-04 00:00:00,07:06:00,Louisiana
2971,2360,SERC,Louisiana:,Transmission Interruption,800,Unknown,2023-03-04 00:00:00,07:05:00,2023-03-04 00:00:00,07:06:00,Louisiana
2972,2361,WECC,"California: Kern County, Los Angeles County; Utah: Salt Lake County; Wyoming: Converse County;",System Operations,0,0,2019-03-05 00:00:00,09:12:00,2019-03-05 00:00:00,18:57:00,California
2973,2361,WECC,"California: Kern County, Los Angeles County; Utah: Salt Lake County; Wyoming: Converse County;",System Operations,0,0,2019-03-05 00:00:00,09:12:00,2019-03-05 00:00:00,18:57:00,Utah
2974,2361,WECC,"California: Kern County, Los Angeles County; Utah: Salt Lake County; Wyoming: Converse County;",System Operations,0,0,2019-03-05 00:00:00,09:12:00,2019-03-05 00:00:00,18:57:00,Wyoming
2975,2362,RF,Indiana: Hamilton County;,System Operations,0,0,2021-03-05 00:00:00,14:30:00,2021-03-05 00:00:00,15:00:00,Indiana
2976,2363,SERC/RF,Illinois: DuPage County;,System Operations,0,0,2022-03-05 00:00:00,22:58:00,2022-03-06 00:00:00,19:38:00,Illinois
2977,2364,SERC,Georgia: Fulton County;,Suspicious Activity,0,0,2023-03-05 00:00:00,20:03:00,2023-03-06 00:00:00,15:38:00,Georgia
2978,2365,RF,"West Virginia: Randolph County, Barbour County;",Vandalism,0,0,2023-03-05 00:00:00,11:53:00,2023-03-06 00:00:00,07:51:00,Virginia
2979,2365,RF,"West Virginia: Randolph County, Barbour County;",Vandalism,0,0,2023-03-05 00:00:00,11:53:00,2023-03-06 00:00:00,07:51:00,West Virginia
2980,2366,SERC,"Missouri: Jackson County, Platte County, Cass County, Lafayette County, Chariton County, Carroll County, Clay County, Johnson County;",Severe Weather,Unknown,97734,2017-03-06 00:00:00,20:00:00,2017-03-07 00:00:00,01:00:00,Missouri
2981,2367,WECC,California: Tuolumne County;,Severe Weather,22,24000,2021-03-06 00:00:00,03:21:00,2021-03-06 00:00:00,04:07:00,California
2982,2368,TRE,Texas: Cameron County;,Cyber Event,0,0,2022-03-06 00:00:00,02:30:00,2022-03-06 00:00:00,17:00:00,Texas
2983,2369,SERC,Virginia: Orange County;,Actual Physical Attack/Vandalism,1,0,2023-03-06 00:00:00,16:18:00,2023-03-06 00:00:00,17:30:00,Virginia
2984,2370,RF,New Jersey:,Severe Weather,Unknown,216800,2018-03-07 00:00:00,16:10:00,2018-03-10 00:00:00,11:32:00,New Jersey
2985,2371,RF,New Jersey:,Severe Weather,50,58000,2018-03-07 00:00:00,17:15:00,,,New Jersey
2986,2372,RF,Pennsylvania:,Severe Weather,Unknown,120000,2018-03-07 00:00:00,12:00:00,2018-03-07 00:00:00,17:00:00,Pennsylvania
2987,2373,NPCC,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,102000,2018-03-07 00:00:00,19:37:00,2018-03-10 00:00:00,16:35:00,Connecticut
2988,2373,NPCC,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,102000,2018-03-07 00:00:00,19:37:00,2018-03-10 00:00:00,16:35:00,Maine
2989,2373,NPCC,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,102000,2018-03-07 00:00:00,19:37:00,2018-03-10 00:00:00,16:35:00,Massachusetts
2990,2373,NPCC,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,102000,2018-03-07 00:00:00,19:37:00,2018-03-10 00:00:00,16:35:00,New Hampshire
2991,2373,NPCC,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,102000,2018-03-07 00:00:00,19:37:00,2018-03-10 00:00:00,16:35:00,Rhode Island
2992,2373,NPCC,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,102000,2018-03-07 00:00:00,19:37:00,2018-03-10 00:00:00,16:35:00,Vermont
2993,2374,TRE,Texas: Lubbock County; New Mexico:,Vandalism,0,0,2023-03-07 00:00:00,11:00:00,2023-03-07 00:00:00,15:45:00,New Mexico
2994,2374,TRE,Texas: Lubbock County; New Mexico:,Vandalism,0,0,2023-03-07 00:00:00,11:00:00,2023-03-07 00:00:00,15:45:00,Texas
2995,2375,TRE,Texas: Lubbock County;,Vandalism,0,0,2023-03-07 00:00:00,10:26:00,2023-03-07 00:00:00,14:42:00,Texas
2996,2376,RFC,Ohio,Severe Weather,Unknown,71012,2017-03-08 00:00:00,11:30:00,2017-03-08 00:00:00,19:52:00,Ohio
2997,2377,RFC,Michigan,Severe Weather,Unknown,800000,2017-03-08 00:00:00,12:00:00,2017-03-11 00:00:00,11:31:00,Michigan
2998,2378,RFC,"Michigan: Jackson County, Calhoun County, Ingham County, Hillsdale County, Washtenaw County, Kent County, Ottawa County, Midland County, Saginaw County;",Severe Weather,Unknown,343000,2017-03-08 00:00:00,09:30:00,2017-03-11 00:00:00,05:00:00,Michigan
2999,2379,NPCC,New York,Severe Weather/Transmission Interruption,Unknown,106869,2017-03-08 00:00:00,13:30:00,2017-03-08 00:00:00,16:30:00,New York
3000,2380,NPCC,New York,Severe Weather,Unknown,50000,2017-03-08 00:00:00,15:33:00,,,New York
3001,2381,TRE,Texas: Llano County;,Suspicious Activity,0,0,2020-03-08 00:00:00,22:10:00,2020-03-09 00:00:00,01:02:00,Texas
3002,2382,WECC,Washington: Yakima County;,Vandalism,0,0,2021-03-08 00:00:00,04:36:00,2021-03-08 00:00:00,04:37:00,Washington
3003,2383,WECC,Oregon: Multnomah County;,Suspicious Activity,0,0,2021-03-08 00:00:00,08:54:00,2021-03-08 00:00:00,08:55:00,Oregon
3004,2384,TRE,Georgia: Terrell County;,System Operations,48,5855,2022-03-08 00:00:00,13:50:00,2022-03-08 00:00:00,14:39:00,Georgia
3005,2385,TRE,Texas: Bee County;,Vandalism,0,0,2023-03-08 00:00:00,00:02:00,,,Texas
3006,2386,RF,Indiana: Hendricks County;,Vandalism,0,0,2023-03-08 00:00:00,01:00:00,2023-03-08 00:00:00,02:00:00,Indiana
3007,2387,MRO/RF,"Wisconsin: Walworth County, Waukesha County, Milwaukee County, Racine County, Ozaukee County, Kenosha County;",Severe Weather,250,100000,2023-03-09 00:00:00,18:00:00,2023-03-10 00:00:00,18:00:00,Wisconsin
3008,2388,MRO,Nebraska: Scotts Bluff County;,Transmission Interruption,0,0,2022-03-10 00:00:00,08:51:00,2022-03-10 00:00:00,15:15:00,Nebraska
3009,2389,TRE,"Texas: Webb County, Hidalgo County;",System Operations,0,0,2023-03-10 00:00:00,04:48:00,2023-03-10 00:00:00,13:07:00,Texas
3010,2390,WECC,Idaho: Ada County;,Vandalism,0,0,2023-03-10 00:00:00,08:00:00,2023-03-10 00:00:00,08:56:00,Idaho
3011,2391,WECC,Washington:,Vandalism,0,0,2021-03-11 00:00:00,08:10:00,2021-03-11 00:00:00,13:00:00,Washington
3012,2392,TRE,Texas: Cameron County;,Suspicious Activity,0,0,2022-03-11 00:00:00,06:35:00,2022-03-11 00:00:00,07:00:00,Texas
3013,2393,WECC,California: Imperial County;,Vandalism,0,1,2017-03-12 00:00:00,09:56:00,2017-03-12 00:00:00,11:20:00,California
3014,2394,NPCC,New York: Dutchess County;,Vandalism,0,0,2018-03-12 00:00:00,00:00:00,2018-04-06 00:00:00,11:00:00,New York
3015,2395,RF,Pennsylvania:,Transmission Interruption,40,15864,2020-03-12 00:00:00,01:03:00,2020-03-12 00:00:00,03:00:00,Pennsylvania
3016,2396,SERC,Alabama: Georgia: Mississippi: Florida:,Severe Weather,139,19380,2022-03-12 00:00:00,08:33:00,,,Alabama
3017,2396,SERC,Alabama: Georgia: Mississippi: Florida:,Severe Weather,139,19380,2022-03-12 00:00:00,08:33:00,,,Florida
3018,2396,SERC,Alabama: Georgia: Mississippi: Florida:,Severe Weather,139,19380,2022-03-12 00:00:00,08:33:00,,,Georgia
3019,2396,SERC,Alabama: Georgia: Mississippi: Florida:,Severe Weather,139,19380,2022-03-12 00:00:00,08:33:00,,,Mississippi
3020,2397,NPCC,Massachusetts: Rhode Island:,Severe Weather,Unknown,123629,2018-03-13 00:00:00,08:50:00,2018-03-14 00:00:00,23:22:00,Massachusetts
3021,2397,NPCC,Massachusetts: Rhode Island:,Severe Weather,Unknown,123629,2018-03-13 00:00:00,08:50:00,2018-03-14 00:00:00,23:22:00,Rhode Island
3022,2398,WECC,Colorado:,Suspicious Activity,0,0,2018-03-13 00:00:00,00:10:00,2018-03-13 00:00:00,00:34:00,Colorado
3023,2399,TRE,Texas:,Severe Weather/Transmission Interruption,50,54290,2019-03-13 00:00:00,15:51:00,2019-03-16 00:00:00,18:00:00,Texas
3024,2400,WECC,Colorado: Jefferson County;,Severe Weather,58,58379,2019-03-13 00:00:00,11:29:00,2019-03-14 00:00:00,21:11:00,Colorado
3025,2401,TRE,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",Severe Weather,Unknown,154124,2019-03-13 00:00:00,05:50:00,2019-03-13 00:00:00,10:30:00,Texas
3026,2402,TRE,Texas: Kansas: Oklahoma:,Severe Weather/Transmission Interruption,Unknown,66000,2019-03-13 00:00:00,15:00:00,2019-03-14 00:00:00,00:00:00,Kansas
3027,2402,TRE,Texas: Kansas: Oklahoma:,Severe Weather/Transmission Interruption,Unknown,66000,2019-03-13 00:00:00,15:00:00,2019-03-14 00:00:00,00:00:00,Oklahoma
3028,2402,TRE,Texas: Kansas: Oklahoma:,Severe Weather/Transmission Interruption,Unknown,66000,2019-03-13 00:00:00,15:00:00,2019-03-14 00:00:00,00:00:00,Texas
3029,2403,WECC,California: Los Angeles County;,Vandalism,0,0,2019-03-13 00:00:00,06:12:00,2019-03-13 00:00:00,06:13:00,California
3030,2404,MRO,Minnesota: Hennepin County;,Vandalism,0,0,2022-03-13 00:00:00,22:15:00,2022-03-13 00:00:00,22:38:00,Minnesota
